gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,0,1,0,-0.8338606629262776,0,1,0,0,2,0,2,2,1,-0.5004063543519814,-0.7381233912354629,False,False,False,False,False,False,False
1,0,1,0,1.3642490183577978,1,2,0,0,0,2,0,2,0,-0.03583691789778363,0.8623359350871068,False,False,False,False,False,True,False
1,0,0,0,-0.3453918448631497,1,0,2,2,0,2,0,0,0,-0.14866092389380306,-0.3767371347660752,False,False,False,False,False,False,False
0,0,1,1,-1.1595065416350294,1,0,0,2,0,2,0,0,0,-0.2797358720362375,-0.9057625598660234,False,False,False,False,False,False,True
0,0,0,0,-1.1595065416350294,1,2,0,2,0,0,0,2,1,0.7970697146022425,-0.8530640540355553,True,False,False,False,False,True,False
0,0,0,1,0.1023712383613841,1,0,2,2,0,0,0,0,0,-0.30960105009400735,-0.1241265618551639,False,False,True,False,True,False,False
0,1,0,0,0.5094285867473239,1,0,2,2,0,2,0,0,1,0.689223238282518,0.6488653015606894,True,False,False,False,False,False,False
1,0,0,0,1.3235432835192036,1,2,2,0,2,2,2,2,1,1.495583045842304,2.123436190558019,True,False,True,False,True,False,False
0,0,1,1,-0.7524491932490895,1,0,0,0,0,0,0,2,1,0.5299422886410788,-0.503086300077343,True,False,False,False,False,False,False
0,0,1,1,1.1607203441648277,0,1,2,2,0,2,0,2,1,-0.4722003528529765,0.346386409019198,False,False,True,False,False,False,False
1,0,1,1,1.4456604880349857,1,0,2,0,2,0,0,0,0,0.5116913464946635,1.34963256830964,True,False,False,True,True,False,False
0,0,1,1,-0.38609757970174374,1,0,2,2,0,2,0,0,1,-0.2382564580671127,-0.4460218480935598,False,False,True,False,False,False,True
0,0,0,0,0.9164859351332638,1,0,0,2,2,0,0,0,1,0.5515115839050234,0.9697952529712167,True,False,False,False,False,True,False
1,0,1,1,1.4863662228735797,1,2,1,1,1,1,1,1,0,-1.3432680462045974,-0.2549952493150897,False,True,False,True,False,False,False
0,0,1,0,-1.0373893371192475,1,0,2,0,2,2,2,2,0,0.5415565245524336,-0.754380507313888,False,False,False,False,False,False,False
0,0,1,1,1.6084834273893616,1,2,2,0,0,0,0,0,0,0.4685527559667738,1.5056438401499639,True,False,False,True,False,False,False
0,0,1,1,1.1607203441648277,1,0,2,0,0,0,0,0,1,-0.5053838840282764,0.29050668614234454,False,False,True,False,False,False,False
1,1,1,0,1.2828375486806096,1,0,2,0,2,0,0,0,0,0.5100321699358986,1.192787598208884,True,False,True,False,True,False,False
0,1,1,0,-0.019745966154397852,1,2,0,0,0,0,2,2,1,0.9380997220972668,0.2771675139754317,True,False,False,False,False,True,False
0,0,0,0,-1.2816237461508113,1,2,0,0,2,0,0,0,1,0.4851445215544238,-0.9740161200819208,True,False,False,False,False,False,True
1,0,0,0,-1.2002122764736234,1,0,2,0,0,2,0,0,1,0.5763992322864984,-0.9148454830191515,True,False,False,False,False,False,True
1,0,0,1,-1.2002122764736234,1,0,1,1,1,1,1,1,0,-1.4842980536996218,-0.9867190488395567,False,True,False,False,False,False,False
0,0,1,0,1.6084834273893616,1,2,2,0,2,2,2,2,1,0.6460846477546283,1.6661307552831337,False,False,False,True,True,False,False
0,0,0,1,-0.2639803751859618,0,1,0,0,2,0,0,0,1,-1.1657361544167435,-0.6638145489174799,False,False,False,False,False,False,True
1,0,0,0,0.26519417771576004,1,0,2,0,2,0,2,2,1,1.1786803231181906,0.6592207115323717,True,False,False,True,False,True,False
0,0,0,0,-1.2816237461508113,1,0,1,1,1,1,1,1,0,-1.5058673489635668,-1.0003434335692487,False,True,False,False,False,False,True
0,0,0,0,-1.2816237461508113,1,0,1,1,1,1,1,1,1,-1.5075265255223318,-1.000365372997155,False,True,False,False,False,False,True
0,0,1,1,0.9571916699718578,1,0,0,0,0,0,2,2,0,0.7954105380434776,1.1709798068702142,True,False,True,False,False,False,False
0,1,1,0,0.428017117070136,1,2,0,0,2,2,2,2,1,1.4142833944628193,0.9805016937893966,True,False,True,False,False,True,False
0,0,0,1,-1.2816237461508113,1,2,1,1,1,1,1,1,0,-1.3117436915880627,-0.9977765205042344,False,True,False,False,False,False,True
1,0,0,0,-0.1418631706701798,1,2,0,2,2,0,0,2,0,0.1981069768880804,-0.1468777485937965,False,False,True,False,True,False,False
1,0,0,0,-1.2409180113122174,1,2,0,2,0,0,0,0,1,0.5664441729339085,-0.9278994426232848,True,False,False,False,False,True,False
1,0,0,0,1.4456604880349857,1,0,0,2,2,0,0,0,0,0.4868036981131887,1.3875000208755799,True,False,True,False,True,False,False
1,0,1,1,1.4049547531963917,1,2,0,2,0,0,0,2,1,0.8169798333074222,1.7875216098876217,True,False,False,False,False,False,False
0,0,1,1,-0.5489205190561197,1,2,1,1,1,1,1,1,1,-1.3283354571757127,-0.8037003412468154,False,True,False,True,False,False,False
1,0,1,1,1.3642490183577978,0,1,0,2,2,0,2,2,1,-0.2714399892424126,0.618281739059577,False,False,False,True,True,False,False
0,0,1,0,-1.1595065416350294,0,1,2,0,0,0,0,0,1,-1.1906238027982183,-0.9520547527479083,False,False,False,False,False,True,False
0,0,1,1,-0.9559778674420595,1,0,1,1,1,1,1,1,0,-1.4992306427285067,-0.9164909401121094,False,True,False,True,False,False,True
1,1,1,0,0.8350744654560759,1,2,0,2,2,0,2,2,1,1.2915043291142099,1.3980528856984173,True,False,False,False,False,True,False
0,0,0,0,-0.38609757970174374,1,0,1,1,1,1,1,1,1,-1.5075265255223318,-0.8026033698515102,False,True,False,False,False,False,True
0,0,1,0,0.7129572609402939,1,2,2,2,0,2,2,2,0,1.4474669256381192,1.4529892131753082,True,False,True,False,False,True,False
1,0,0,0,-1.2409180113122174,1,0,0,2,0,0,0,0,0,0.33250027814804467,-0.9423355861855031,True,False,False,False,False,True,False
0,0,1,0,1.0793088744876398,1,0,1,1,1,1,1,1,0,-1.4793205240233267,-0.4529766467397956,False,True,True,False,False,False,True
1,0,1,1,1.2421318138420157,1,2,2,2,2,0,2,2,0,0.6162194696968583,1.3758940635132497,False,False,False,True,True,False,False
0,0,1,0,-0.30468611002455576,1,0,2,2,0,2,0,2,1,0.2030845065643751,-0.20256001661949494,False,False,False,False,False,False,True
0,0,0,0,-0.7524491932490895,1,2,0,0,2,0,0,0,1,0.5150096996121938,-0.5385404155736113,True,False,False,False,False,True,False
1,0,1,0,1.3235432835192036,1,2,2,2,2,0,0,0,0,0.07035038186317573,0.8820594807746965,False,False,True,False,True,False,False
1,1,1,0,1.4863662228735797,0,1,2,2,0,0,2,2,0,-0.2780766954774726,0.7254558443809077,False,False,False,True,True,False,False
0,0,1,1,-0.4675090493789317,1,0,0,2,0,0,0,0,1,0.3026351000902746,-0.32191050442871477,True,False,False,False,False,False,False
1,0,1,1,0.428017117070136,1,2,2,0,2,2,0,0,1,0.873391836305432,0.7522877647100761,True,False,True,False,True,False,False
1,1,1,0,1.5677776925507676,1,2,2,2,2,2,0,0,1,0.8982794846869069,1.8805886630653257,True,False,True,False,False,True,False
1,0,0,1,-0.5489205190561197,0,1,0,0,0,0,0,0,1,-1.3134028681468275,-0.7605235471275977,False,False,False,False,True,False,False
0,0,0,0,0.30589991255435406,1,0,1,1,1,1,1,1,0,-1.5025489958460367,-0.6446175494996367,False,True,False,True,True,False,False
0,0,0,0,-0.9559778674420595,1,2,0,0,0,0,0,2,1,0.6095827634617982,-0.6564429011410281,True,False,False,False,False,True,False
1,0,0,0,1.0386031396490458,1,2,0,2,2,0,2,2,1,1.27159421040903,1.6315542169031096,True,False,True,False,False,False,False
0,0,0,0,-1.2816237461508113,1,0,1,1,1,1,1,1,0,-1.4942531130522119,-1.000189857573906,False,True,False,False,False,False,False
1,0,1,1,0.590840056424512,1,2,2,2,2,2,2,2,1,1.6100662283970886,1.324468044501336,True,False,True,False,False,False,False
0,0,1,0,1.0386031396490458,1,2,2,0,2,2,2,2,1,0.642766294637098,1.148338317271112,False,False,False,True,False,True,False
1,0,0,0,0.30589991255435406,1,2,0,2,2,0,2,2,1,1.2516840917038503,0.793687465168899,True,False,False,False,False,False,True
0,0,0,0,0.346605647392948,1,2,0,0,2,2,0,2,1,0.12178485518489039,0.2534948712647428,False,False,True,False,False,True,False
1,0,1,0,1.4049547531963917,1,0,2,2,0,0,2,2,1,1.1936129121470758,1.9455074302394948,True,False,True,False,True,False,False
1,1,0,0,0.06166550352279012,1,0,0,2,2,0,2,2,1,1.1587702044130104,0.45801421820546834,True,False,True,False,False,True,False
1,0,0,0,-1.2002122764736234,1,0,1,1,1,1,1,1,1,-1.5207999379924515,-0.9856440168721574,False,True,False,False,False,False,True
0,1,1,0,1.1200146093262338,1,2,2,2,2,2,2,2,1,1.696343409452868,2.0300839248175357,True,False,False,True,False,False,False
0,1,0,0,-0.9966836022806536,1,0,0,0,2,0,2,2,1,0.9015978378044367,-0.6886280418792864,True,False,False,False,False,True,False
1,0,1,1,-0.7117434584104956,1,2,0,0,0,0,0,0,1,0.33084110158927976,-0.5230731188998061,True,False,False,False,False,False,False
1,0,0,0,1.4456604880349857,1,2,2,2,2,0,0,2,1,1.233433149557435,2.1281312281299263,True,False,False,True,False,False,False
1,1,1,0,1.5677776925507676,1,2,1,1,1,1,1,1,0,-1.3100845150292975,-0.22364380683726337,False,True,False,True,True,False,False
0,0,0,0,1.0386031396490458,1,2,2,0,0,0,0,0,1,0.4934404043482487,0.9774082344546359,True,False,False,False,False,False,False
1,1,0,0,-1.2409180113122174,1,0,1,1,1,1,1,1,0,-1.5174815848749215,-0.9925988155183934,False,True,False,False,False,True,False
0,0,1,1,-0.7524491932490895,1,0,0,2,0,2,0,2,1,0.8202981864249524,-0.4787115956736586,True,False,False,False,True,False,False
0,0,1,0,1.5677776925507676,1,0,1,1,1,1,1,1,1,-1.461069581876912,-0.35372267489256937,False,True,False,True,False,False,False
1,0,0,0,-0.7524491932490895,1,2,0,2,0,0,2,2,1,1.1819986762357204,-0.3877946064307529,True,False,False,False,False,True,False
0,0,0,0,-1.0780950719578415,0,1,2,2,0,2,0,2,0,-0.46390447005915153,-0.8739503894021688,False,False,False,False,True,False,False
1,0,1,1,-0.7117434584104956,1,0,0,2,2,2,0,2,1,0.15165003324266044,-0.5388036887084845,False,False,False,False,False,False,True
1,0,1,1,0.9978974048104517,1,0,0,2,2,0,2,2,1,1.0824480827098208,1.4474165984871572,True,False,True,False,True,False,False
0,0,0,0,1.3642490183577978,1,0,2,2,2,0,0,0,1,-0.1254324520710933,0.7538893429472217,False,False,False,True,False,False,False
1,1,1,0,1.4863662228735797,1,2,0,2,0,0,2,0,1,0.8302532457775423,1.686622180947437,True,False,False,False,False,True,False
0,0,1,0,1.4456604880349857,1,0,2,0,0,2,0,0,0,-0.29964599074141746,0.6798876526199243,False,False,True,False,False,False,False
1,1,0,1,0.9571916699718578,1,0,2,0,0,0,2,2,0,0.9911933719777464,1.3009928566418019,True,False,True,False,True,False,False
1,1,0,0,0.1023712383613841,1,2,0,0,2,0,2,2,1,1.1322233794727707,0.48111643579059865,True,False,False,False,False,True,False
0,0,1,1,0.428017117070136,1,0,0,0,0,0,2,0,0,-0.29135010794759253,0.0877424934341075,False,False,False,False,False,True,False
1,0,1,0,-0.06045170099299184,1,0,0,0,2,2,0,2,1,0.04878108659923111,-0.12265662018545478,False,False,False,False,True,False,False
0,0,1,1,0.020959768684196134,1,0,2,2,2,0,0,0,1,-0.21502798624440272,-0.15091460332852003,False,False,True,False,False,False,True
1,0,0,0,-1.2816237461508113,1,0,0,0,0,0,0,0,1,0.14667250356636527,-0.9784917633747667,True,False,False,False,False,True,False
1,0,0,0,0.46872285190873,1,0,0,0,2,2,2,2,0,1.1670660872068355,0.9122481335734993,True,False,False,True,False,False,False
0,0,1,1,0.9978974048104517,1,0,2,2,0,0,0,0,0,-0.38094564212090193,0.3306997180663318,False,False,True,False,False,True,False
1,0,0,1,1.5270719577121736,1,2,2,2,0,2,0,0,0,0.0006649663950462456,0.9882243724123463,False,False,True,False,False,False,False
1,0,0,0,-1.2816237461508113,1,0,1,1,1,1,1,1,0,-1.472683817788267,-0.9999046450111266,False,True,False,False,True,False,False
1,0,1,1,0.9164859351332638,1,0,0,0,2,2,0,0,1,-0.3212152860053623,0.3600546726047024,False,False,False,True,True,False,False
1,1,1,0,-0.1418631706701798,1,2,0,0,0,0,2,2,1,0.9795791360663916,0.1554695073802585,True,False,False,False,False,True,False
0,0,0,0,0.020959768684196134,1,2,2,2,0,0,0,0,1,-0.13372833486491825,-0.11649164094383886,False,False,False,False,False,False,True
1,1,1,0,-1.1595065416350294,1,2,0,0,0,0,0,0,0,0.33250027814804467,-0.8734677219882344,True,False,False,False,False,True,False
1,0,0,0,1.5270719577121736,0,1,0,0,0,2,0,2,1,-0.82560495986992,0.2195765157219019,False,False,False,True,False,False,True
1,0,0,0,0.1023712383613841,1,2,1,1,1,1,1,1,1,-1.3051069853530026,-0.6134635618729652,False,True,False,False,False,True,False
0,0,0,0,-1.2409180113122174,1,0,0,0,0,0,0,0,1,-0.6331404790531808,-0.9625856781428395,False,False,False,False,False,False,True
1,1,1,0,-0.9152721326034655,1,2,0,0,2,0,0,2,1,0.8252757161012472,-0.6077373711894715,True,False,False,False,False,True,False
1,0,1,1,-1.2816237461508113,1,0,0,2,0,0,0,0,0,0.32088604223668943,-0.9761881234446256,True,False,False,False,True,False,False
1,0,0,0,-0.06045170099299184,1,0,1,1,1,1,1,1,0,-1.477661347464562,-0.7416556391283461,False,True,False,True,False,False,False
1,1,0,0,-0.10115743583158582,1,2,2,0,0,0,0,2,1,0.8485041879239571,0.1301075287207992,True,False,False,False,True,False,False
1,1,1,1,1.1200146093262338,1,2,2,2,0,0,0,2,1,0.9397588986560317,1.5248847184236196,True,False,False,False,False,True,False
0,0,1,1,1.6084834273893616,1,2,2,0,2,2,0,0,0,0.06371367562811567,1.0791852405110642,False,False,False,True,False,False,False
1,0,0,0,-1.1595065416350294,1,0,1,1,1,1,1,1,1,-1.4677062881119718,-0.972173208137808,False,True,False,False,True,False,False
1,0,1,1,-1.1595065416350294,1,0,0,0,0,0,0,0,1,0.15330920980142534,-0.8839108896715412,True,False,False,False,False,False,True
0,0,0,0,-0.30468611002455576,1,0,0,2,2,0,2,2,1,1.1471559685016557,0.030590283738699833,True,False,False,False,False,True,False
1,0,1,0,1.5270719577121736,1,2,2,0,0,2,2,2,1,0.39886734049864436,1.3121819648739161,False,False,False,True,True,False,False
1,0,0,0,-1.2816237461508113,1,0,1,1,1,1,1,1,1,-1.4760021709057967,-0.999948523866939,False,True,False,False,False,False,True
0,0,0,0,-0.5489205190561197,1,0,1,1,1,1,1,1,0,-1.4942531130522119,-0.847645015342747,False,True,False,False,False,False,True
0,0,0,0,-1.2816237461508113,1,0,1,1,1,1,1,1,0,-1.5075265255223318,-1.000365372997155,False,True,False,False,False,False,True
0,0,1,1,-0.8338606629262776,1,0,1,1,1,1,1,1,0,-1.480979700582092,-0.910413718582118,False,True,False,True,False,False,False
1,0,0,0,1.6084834273893616,1,0,1,1,1,1,1,1,0,-1.5141632317573919,-0.38812369784934453,False,True,False,True,False,False,False
0,0,0,0,-1.2409180113122174,1,0,1,1,1,1,1,1,0,-1.480979700582092,-0.9908436612859048,False,True,False,False,False,False,True
1,0,1,1,0.06166550352279012,1,0,0,2,2,0,2,0,1,0.8269348926600121,0.3477027746935644,True,False,False,False,False,True,False
1,0,0,0,0.18378270803857208,0,1,2,2,0,2,0,0,1,-0.8090131942822701,-0.39863268381636957,False,False,False,True,False,False,True
1,1,1,1,1.0386031396490458,1,2,2,2,0,2,0,0,1,0.8269348926600121,1.2401987019139804,True,False,True,False,False,False,False
1,0,0,0,-1.2816237461508113,1,0,0,0,0,0,0,0,1,-0.6430955384057709,-0.9889349310580734,False,False,False,False,False,False,True
0,1,0,0,-1.2816237461508113,1,0,0,0,0,0,0,0,1,0.20972121279943517,-0.9776580651143346,True,False,False,False,False,True,False
1,0,0,0,-1.2816237461508113,1,2,0,0,0,0,0,0,1,-0.4804962356468015,-0.9867848671232751,False,False,False,False,False,True,False
1,0,1,0,1.6084834273893616,1,2,2,2,2,2,0,0,0,0.10685226615600583,1.1010807895613586,False,False,False,True,False,False,True
0,1,1,1,-0.8338606629262776,0,1,0,0,0,2,0,0,1,-1.1823279200043932,-0.8527569020448698,False,False,False,False,False,False,True
0,0,0,0,-1.2409180113122174,1,0,1,1,1,1,1,1,0,-1.5075265255223318,-0.9950779708717832,False,True,False,False,False,False,True
0,0,1,0,0.590840056424512,1,0,1,1,1,1,1,1,0,-1.5025489958460367,-0.604556154143086,False,True,False,True,False,False,False
1,0,1,1,-1.0780950719578415,1,0,0,0,0,0,0,0,1,-0.6746198930223056,-0.8944856939222846,False,False,False,False,False,False,False
0,0,0,0,1.1200146093262338,0,1,2,0,2,0,2,2,0,-0.37596811244460704,0.4114587521887102,False,False,False,True,False,True,False
0,1,0,0,-1.2409180113122174,1,0,0,2,0,0,2,0,1,0.6261745290494481,-0.9370920629159436,True,False,False,False,False,False,False
1,0,1,0,0.7536629957788878,1,0,2,2,2,2,2,2,1,0.6278337056082129,0.8809844488072974,False,False,False,True,True,False,False
